record,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_15_other,Q5_1,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_15_other,Q7_1,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q13_english,Q14_english,Q15_english
328,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,3,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,Ik weet niks anders dan eerder opgenoemd,N.v.t,N.v.t,I don't know anything other than what was mentioned before,N.v.t,N.v.t
290,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,5,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Reizen,Het helpt mij goedkope aanbiedingen te zoeken,Door hem te vragen naar goedkope reisvluchten te zoeken,To travel,It helps me find cheap deals,By asking him to search for cheap travel flights
249,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,3,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Schrijven van verslagen of het overzichtelijk maken van mijn taken,Omdat het vaak herhalingen zijn van zaken die ik al eerder heb gedaan,Overzichtelijk en duidelijkheid,Writing reports or making my tasks clear,Because they are often repetitions of things I have done before,Clear and concise
182,3,1,4,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,Audit controles,Ze komen elke dag terug,Assiteren door dingne klaar te zetten om te controleren,Audit controls,They come back every day,Assist by preparing things to check
270,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Weet nog niet,Tijdrovend,Goed help,Don't know yet,Time consuming,Good help
117,5,1,4,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,"geen idee , weet niet wat het doet of wat het kan",welke taken ?,ik verwaccht niks want weet niet wat het doet of wat het kan,"no idea, don't know what it does or what it can do",which tasks?,I don't expect anything because I don't know what it does or what it can do
62,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,5,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,In my work,Mayb when network is bad,Slightly need it for more findings,In my work,Maybe when network is bad,Slightly need it for more findings
264,4,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ik wil het zelf doen,4,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,"nou met het vertalen van mijn gedachtes, maar die neurolink werkt volgens mij nog niet, ga het chatpgt zo vragen: Elon Musk was er volgens mij al wel mee bezig.","omdat daarvoor nog geen rechtstreekse vertaling is, en ik veel sneller denk dan kan typen, schrijven of meer",tja daar ben ik ook benieuwd naar,"Well, with translating my thoughts, but I don't think the neurolink is working yet. I'll ask the chatpgt: I think Elon Musk was already working on it.","because there is no direct translation for that yet, and I think much faster than I can type, write or more","Well, I'm curious about that too"
306,2,2,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,Kook recepten bedenken,Omdat ik thuis kom en geen zin heb om nog te bedenken wat ik moet maken,Een week recept maakf,Create cooking recipes,Because I come home and I don't feel like thinking about what to make,A week recipe make
55,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,4,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,Agenda,Het is teveel,Het netjes op een rij zetten en mij herrineren aan taken,Agenda,It's too much,Putting things neatly in order and reminding me of tasks
87,3,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,Helpen leren nieuwe skills en nieuw talen. Plannen van reizen. Plannen roosters bijv wekelijks maaltijden en work out.,Want het duurt tijd en het is repetitief,Door plannen en schema's te maken,"Helping learn new skills and new languages. Planning trips. Planning schedules, e.g., weekly meals and workouts.",Because it takes time and it's repetitive,By making plans and schedules
292,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,4,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Financiën,Geeft te veel uit,Reminder voor bepaalde betalingen,Finances,Spending too much,Reminder for certain payments
178,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,,2,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Verslagen schrijven,Kost me te veel tijd,Dat dit netjes en mooi beschreven wordt,Writing reports,Takes me too much time,That this is described neatly and beautifully
96,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,1,1,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,maken van opdrachten,verslagen van 10000 woorden schrijven in een paar weken,deze kan voor mij typen en helpen informatie te vinden,making assignments,"writing 10,000 word reports in a few weeks",this one can type for me and help find information
231,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Ik heb werkelijk geen idee,Hoe het in elkaar zit,De betrouwbaarheid laat te wensen over,I really have no idea,How it works,The reliability leaves much to be desired
340,5,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Niks,Heb dit niet nodig,Niet,Nothing,Don't need this,Not
318,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nog niet besloten ai te gebruiken,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,3,weet ik nog niet zeker,weet er nog niet genoeg van,ik verwacht nu nog niks,I'm not sure yet,don't know enough about it yet,I don't expect anything yet
134,3,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,1,3,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,Het zoeken naar goede informatie over een bepaald onderwerp.,Het kost je veel tijd.,Goede links geven met informatie,The search for good information on a particular topic.,It will take you a lot of time.,Provide good links with information
46,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,Iets nieuws leren,Te weinig motivatie,Me begeleiden stap voor stap,Learn something new,Lack of motivation,Guide me step by step
116,3,1,2,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,,4,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,,4,1,4,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,Informatie opzoeken,Kost veel tijd om informatie in te typen,Door middel van live te spreken in plaats van te typen. Echter is het idee nog niet heel betrouwbaar,Looking up information,Takes a lot of time to type in information,"By speaking live instead of typing. However, the idea is not yet very reliable."
299,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Met niks,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,Mijn eten opschrijft in mijn voedingswijzer,vergeet het soms,weet niet,Write down my food in my nutrition guide,sometimes forget it,don't know
20,5,1,4,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,3,Bij dezelfde gegevens.,Zijn dubbele activiteiten.,Dubbele gegevens vergelijken,With the same data.,His dual activities.,Compare duplicate data
197,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,3,3,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,Mijn werk plannen (afspraken en mails),Ze kosten me veel tijd en veel is herhalend.,Goede samenvatting maakt zodat ik snel klaar ben.,Planning my work (appointments and emails),They take me a lot of time and much of it is repetitive.,Makes a good summary so I can finish quickly.
63,4,2,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,,2,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,met recepten voor het eten,elke keer weer iets verzinnen,deie heeft een zeer ruim pallet aan recepten,with recipes for food,come up with something new every time,This one has a very wide range of recipes
